Kecamatan,NPSN,Nama_sekolah,Jenjang,Status,Alamat lengkap,,Telepon,SPP,,Akreditasi,Peserta Didik,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,Pendidik,Tenaga Kependidikan,Gaji Guru,Kurikulum,NPYP,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Pimpinan Yayasan,PIC/Operator,Nomor Telepon_yayasan,Tanggal SK Pendirian,Umur,Tanggal SK Operasional,Sumber Listrik,meter listrik,luas tanah,harga_listrik_per_bulan,Harga Tanah Pasaran per kecamatan,By power (jumlah siswa * spp),alamat lengkap,estimasi harga tanah sekolah,Website,is_website,is_agama,is_surabaya,Telepon_sekolah,Nama_Kepsek,Nama_Operator_Sekolah,Email_sekolah,average peserta didik yayasan,Lintang,Bujur
KEC. WIYUNG,69882345,SMA SPINS INTERACTIONAL SCHOOL SURABAYA,SPK SMA,SWASTA,"Jl. Karangan Pdam No. 24,Wiyung, Surabaya, Wiyung, Kec. Wiyung, Kota Surabaya, Jawa Timur",315044194,031315044194,,,B,152,7,4,4,8,2,1,4,4,,Kurikulum Internasional,AW8668,YAYASAN SEJAHTERA SPINS INDONESIA,5,5,Manoj Bhat,Ari Krisyanti,317523002,2008,17,2014,PLN & DIESEL,21997,0,8974776000,13300000,,"Jl. Ngagel Tama 38, Pucang Sewu, Kec. Gubeng, Kota Surabaya, Jawa Timur",0,http://www.spinschool.org,1,0,1,317523002,Nuryati,ARIA WIRA CAHYOKO,admin@spinschool.net,149,#N/A,#N/A
KEC. SUKOLILO,69772974,SDS I DARUSSALAM,SD,SWASTA,"Jl. Nginden Ii/18A Kel. Nginden Jangkungan, Nginden Jangkungan, Kec. Sukolilo, Kota Surabaya, Jawa Timur",315044217,031315044217,,,A,152,7,10,2,7,0,1,10,6,,Kurikulum Merdeka,AL8856,PONDOK PESANTREN DARUSSALAM NGINDEN,2,2,H.MAS SONHADJI,MAS ACHMAD YUSRIL INSAN KAMIL,315967683,2010,15,2021,PLN,1200,1282,489600000,12000000,,"Jl. Gadung 3 No.5 Surabaya, Jagir, Kec. Wonokromo, Kota Surabaya, Jawa Timur",15384000000,-,0,0,1,315967683,Sulistyaningsih,SULISTYANIGSIH,sddarussalamnginden2@gmail.com,114,-7.301500,112.76300
KEC. GUBENG,20561368,TK PERTIWI TELADAN,TK,SWASTA,"Jl. Ngagel Tama 38, Pucang Sewu, Kec. Gubeng, Kota Surabaya, Jawa Timur",315044620,031315044620,,,A,57,4,4,1,5,0,1,4,5,,Kurikulum Merdeka,,,0,0,-,-,-,2009,16,2020,PLN,5700,1188,2325600000,15630000,,"Jl. Raya Dukuh Kupang Barat No. 50, Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",18568440000,-,0,0,1,315020402,RINA RACHMAWATI BUDHI,Rina Rachmawati budhi,pertiwiteladansby@gmail.com,57,,
KEC. WONOKROMO,20532622,SMP WIJAYA,SMP,SWASTA,"Jl. Gadung 3 No.5 Surabaya, Jagir, Kec. Wonokromo, Kota Surabaya, Jawa Timur",315044225,031315044225,,,B,152,6,9,2,6,4,1,9,11,,Kurikulum Merdeka,AB4843,Yayasan Pendidikan Wijaya,2,2,Drs. H. Harunajaya,,Belum Tersedia,1980,45,2020,PLN,7699,755,3141192000,16890000,,"Jl. Medokan Semampir Indah No.99-101, Medokan Semampir, Kec. Sukolilo, Kota Surabaya, Jawa Timur",12751950000,-,0,0,1,318430072,Mochtar,SEPTIAN NENZI MORVIANTO,smp.wijaya.sby@gmail.com,119,#N/A,#N/A
KEC. DUKUH PAKIS,20531919,SD KRISTEN DHARMA MULYA SURABAYA,SD,SWASTA,"Jl. Raya Dukuh Kupang Barat No. 50, Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315044226,031315044226,,,A,154,6,10,3,6,3,1,10,6,,Kurikulum Merdeka,AI7200,Yayasan Pendidikan Kristen Dharma Mulya,5,5,Ny. Stella Waworuntu,TIO CHEN YONG,031-5679223,1999,26,2025,PLN,123000,0,50184000000,24000000,,"Jl. Kedung Anyar Vi No.2, Sawahan, Kec. Sawahan, Kota Surabaya, Jawa Timur",0,-,0,1,1,315672309,Fransisca Adiana,MARIA STELLA OFIANTA STEFANI,sdk.dharmamulya@gmail.com,147,-7.278100,112.70920
KEC. SUKOLILO,69903097,KB ALAM INSAN MULIA SURABAYA,KB,SWASTA,"Jl. Medokan Semampir Indah No.99-101, Medokan Semampir, Kec. Sukolilo, Kota Surabaya, Jawa Timur",315044623,031315044623,990000,,A,48,5,5,1,10,0,1,6,7,,Kurikulum Merdeka,AX0731,YAYASAN INSAN MULIA,5,5,"HJ. ENNY SOETJI INDRIASTUTI, AMD",SUPARNO ARRIL WICHAQSONO,315920033,2010,15,2021,PLN,33000,1089,1346400000,12000000,,"Jl. Kepanjen No.5, Krembangan Selatan, Kec. Krembangan, Kota Surabaya, Jawa Timur",13068000000,http://saim.sch.id,1,1,1,315920033,FERDYANTO ADI SUKMONO,toni muk amar rizki,kbsaims@gmail.com,199,,
KEC. SAWAHAN,20562146,TK AISYIYAH 24,TK,SWASTA,"Jl. Kedung Anyar Vi No.2, Sawahan, Kec. Sawahan, Kota Surabaya, Jawa Timur",315044624,031315044624,,,B,41,3,3,1,4,0,0,3,5,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2011,14,2023,PLN,2200,75,897600000,16040000,,"Jl. Diamond Hill Dh 11 Citraland Surabaya , Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",1203000000,-,0,0,1,81396202307,ARI SUSANTI,ARI SUSANTI,tkaisyiyah24kedunganyar@gmail.com,184,,
KEC. KREMBANGAN,20533004,SD KATOLIK SANTA ANGELA,SD,SWASTA,"Jl. Kepanjen No.5, Krembangan Selatan, Kec. Krembangan, Kota Surabaya, Jawa Timur",315044625,031315044625,1200000,,A,216,9,13,7,12,2,2,13,15,,Kurikulum Merdeka,AB5124,Perkumpulan Dharmaputri,6,5,"Suster Maria Theresella Karti, SPM",Stefanus Ronaldo Putera Edison,313550400,2008,17,2022,PLN,32999,6000,13463592000,9840000,,"Jl. Kalibutuh No.130D, Tembok Dukuh, Kec. Bubutan, Kota Surabaya, Jawa Timur",59040000000,http://www.sdksantaangela.sch.id,1,1,1,313523978,Supriyono,Matias Caesar Meditama,sdksantaangelasurabaya@gmail.com,200,-7.242800,112.73660
KEC. SAMBI KEREP,20573071,SMA KRISTEN. MASA DEPAN CERAH,SMA,SWASTA,"Jl. Diamond Hill Dh 11 Citraland Surabaya , Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315044231,031315044231,,,A,155,6,22,3,12,5,1,22,12,,Kurikulum Merdeka,AO1321,YAYASAN CAHAYA HARAPAN BANGSA,5,5,"Yamin Wirantono, Goeij",YOHANA ARY LESTARI,317329119,2010,15,2015,PLN & DIESEL,197000,6338,80376000000,12350000,,"Jl. Babatan Pratama I No.3-5, Surabaya, Babatan, Kec. Wiyung, Kota Surabaya, Jawa Timur",78274300000,http://mdc.sch,1,1,1,317414840,Liem Sioe Ie,Linda Puspitasari Sinaga,info.sma@mdc.sch.id,122,-7.273200,112.65750
KEC. BUBUTAN,20560552,TK AISYIYAH 18 ASEMJAJAR,TK,SWASTA,"Jl. Kalibutuh No.130D, Tembok Dukuh, Kec. Bubutan, Kota Surabaya, Jawa Timur",315044627,031315044627,,,A,123,4,5,1,7,0,0,5,4,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2010,15,2021,PLN,1300,35,530400000,21280000,,"Ngagel Rejo Utara 6/36-40 Surabaya, Ngagelrejo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",744800000,-,0,0,1,315475046,ENDANG INSAF PRIYASTUTIK,"lilik Prastijanti,S.Pd",-,184,,
KEC. WIYUNG,20560838,TK BRIGHT KIDDIE,TK,SWASTA,"Jl. Babatan Pratama I No.3-5, Surabaya, Babatan, Kec. Wiyung, Kota Surabaya, Jawa Timur",315044628,031315044628,,,A,35,3,2,2,4,0,1,2,2,,Kurikulum Internasional,AK3121,PERKUMPULAN BINA EDUKASI LUHUR LESTARI,7,4,"Drs. BUDI WIJAYA, S. E.",Nada Noer Refar Maysharoh,Belum Tersedia,2007,18,2021,PLN,53000,269,21624000000,13300000,,"Jl. Peneleh Ix No.23, Peneleh, Kec. Genteng, Kota Surabaya, Jawa Timur",3577700000,http://www.bellschool.net,1,0,1,7530800,Murtini,Abi Fahmi Nasrullah,brightkiddie.pratama@gmail.com,57,,
KEC. WONOKROMO,20532788,SMP JALAN JAWA,SMP,SWASTA,"Ngagel Rejo Utara 6/36-40 Surabaya, Ngagelrejo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",315044242,031315044242,,,A,155,6,9,5,9,2,1,9,5,,Kurikulum Merdeka,AE6744,PENDIDIKAN JALAN JAWA,1,1,"EDI NURHARIYADI, S.E.",ABDUL AZIZ,(031) 5042634,2022,3,2022,PLN,7700,300,3141600000,16890000,,"Jl. Juwingan Ib Surabaya, Kertajaya, Kec. Gubeng, Kota Surabaya, Jawa Timur",5067000000,-,0,0,1,315042634,Rudi Nurrochyadi,ABDUL AZIZ,smp.jalanjawa@yahoo.co.id,155,,
KEC. GENTENG,20560462,TK AISYAH,TK,SWASTA,"Jl. Peneleh Ix No.23, Peneleh, Kec. Genteng, Kota Surabaya, Jawa Timur",315044630,031315044630,,,B,49,2,1,1,3,0,0,1,2,,Kurikulum Merdeka,AB4979,YAYASAN PENDIDIKAN ISLAM AISAH,2,2,HJ. RATNA SA'ADAH,DJAMALI,315344595,2013,12,2023,PLN,1271,350,518568000,27590000,,"Jl. Mastrip Kedurus Iii Masjid No.1, Kedurus, Kec. Karang Pilang, Kota Surabaya, Jawa Timur",9656500000,-,0,0,1,315344595,Titik Nurhikmawati,Titik Nurhikmawati,tkaisyahpeneleh23@gmail.com,68,,
KEC. GUBENG,20561223,TK BAITURRAHMAN,TK,SWASTA,"Jl. Juwingan Ib Surabaya, Kertajaya, Kec. Gubeng, Kota Surabaya, Jawa Timur",315044631,031315044631,,,B,32,3,3,1,3,0,0,3,3,,Kurikulum Merdeka,AB4731,Yayasan Baiturrahman,3,3,Achmad sukiman,,-,1975,50,2021,PLN,1300,800,530400000,15630000,,"Jl. Kenjeran 440, Surabaya, Gading, Kec. Tambaksari, Kota Surabaya, Jawa Timur",12504000000,-,0,0,1,81330039162,DEWI AMINAH,DEWI AMINAH,tkbaiturrahmansurabaya@gmail.com,75,,
KEC. KARANG PILANG,20564316,TK BAITURRAHMAN,TK,SWASTA,"Jl. Mastrip Kedurus Iii Masjid No.1, Kedurus, Kec. Karang Pilang, Kota Surabaya, Jawa Timur",315044632,031315044632,,,B,97,6,6,1,3,0,1,6,7,,Kurikulum Merdeka,,,0,0,-,-,-,2003,22,2020,PLN,1300,542,530400000,7000000,,"Jl. Ngagel Madya I/35 Surabaya, Baratajaya, Kec. Gubeng, Kota Surabaya, Jawa Timur",3794000000,-,0,0,1,85649380130,NURUL CHANIFAH RACHMAH,Septimina Putri Sunarsih,tkbaiturrahman1@gmail.com,97,,
KEC. TAMBAKSARI,20561095,TK TUNAS BANGSA CERIA,TK,SWASTA,"Jl. Kenjeran 440, Surabaya, Gading, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315044633,031315044633,,,B,46,2,2,1,3,0,0,2,3,,Kurikulum Merdeka,AE6882,Tunas Bangsa Ceria,2,2,Giam Esther Indrawati,,031-3822200,-,#VALUE!,-,PLN,82500,1626,33660000000,8570000,,"Jl. Simorejosari B Viii No.9-9A, Simomulyo Baru, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",13934820000,-,0,0,1,313822200,Lydia Wati Kwan,Sundarie R Lada,tunasbangsaceria@gmail.com,31,,
KEC. GUBENG,20561343,TK GRACIA,TK,SWASTA,"Jl. Ngagel Madya I/35 Surabaya, Baratajaya, Kec. Gubeng, Kota Surabaya, Jawa Timur",315044634,031315044634,,,B,23,2,2,2,2,0,0,2,2,,Kurikulum Merdeka,,,0,0,-,-,-,2012,13,2021,PLN,0,1140,0,15630000,,"Jl. Kyai Tambak Deres 34 Surabaya, Bulak, Kec. Bulak, Kota Surabaya, Jawa Timur",17818200000,-,0,0,1,315040301,Fransiska Xaveria Pingki Darmadi,sekolah gracia tk,sekolahgraciatk@gmail.com,23,,
KEC. SUKOMANUNGGAL,69956964,TK AISYIYAH 66,TK,SWASTA,"Jl. Simorejosari B Viii No.9-9A, Simomulyo Baru, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315044635,031315044635,,,B,52,3,3,1,4,0,0,3,4,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2016,9,2019,PLN,900,200,367200000,13750000,,"Jl. Dukuh Setro Rawasan Iii/17, Dukuh Setro, Kec. Tambaksari, Kota Surabaya, Jawa Timur",2750000000,-,0,0,1,82232228995,NOVFITRI KURNIAWATI,Hari Pancara Murtanti,tkaisyiyah66sby@gmail.com,184,,
KEC. BULAK,20532869,SD TRI GUNA BHAKTI SURABAYA,SD,SWASTA,"Jl. Kyai Tambak Deres 34 Surabaya, Bulak, Kec. Bulak, Kota Surabaya, Jawa Timur",315044247,031315044247,,,B,156,6,9,3,6,0,1,9,6,,Kurikulum Merdeka,AH1315,YP TRI GUNA BHAKTI,3,3,MOCH. YATEMIN GIANTO,REVI AVRILIA MAHARANI,031-51500309,1987,38,2022,PLN,1500,1212,612000000,8470000,,"Jl. Ngagel Madya V / 59-61, Baratajaya, Kec. Gubeng, Kota Surabaya, Jawa Timur",10265640000,http://www.sdtrigunabhakti.com,1,0,1,515048945,Murdiono,ANIS NURIL LAILI,sdtrigunabhakti@yahoo.com,214,-7.232000,112.78100
KEC. TAMBAKSARI,20561102,TK BHAKTI RAHAYU,TK,SWASTA,"Jl. Dukuh Setro Rawasan Iii/17, Dukuh Setro, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315044637,031315044637,,,B,21,2,2,1,1,0,0,2,2,,Kurikulum Merdeka,AH1246,YAYASAN BHAKTI RAHAYU,1,1,"RAHAYU LASMI, S.SOS",RAHAJU LASMI,Belum Tersedia,2010,15,2023,PLN,1200,220,489600000,8570000,,"Jl. Simo Pomahan Baru Vi/16 Surabaya, Simomulyo, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",1885400000,-,0,0,1,81216638801,"SULIANI, SE. S.PD",SULIANI,bhaktirahayutk@gmail.com,21,,
KEC. GUBENG,69763484,KB BUNGA BANGSA,KB,SWASTA,"Jl. Ngagel Madya V / 59-61, Baratajaya, Kec. Gubeng, Kota Surabaya, Jawa Timur",315044638,031315044638,,,A,18,2,1,1,2,0,0,1,2,,Kurikulum Merdeka,AL8828,Bina Bunga Bangsa,4,4,Ir. Budi Rahardja,ERLINDA OKTAVIA,(031)5946486,2013,12,2019,PLN,13200,391,5385600000,15630000,,"Jl. Donokerto Xi No.18-20, Kapasan, Kec. Simokerto, Kota Surabaya, Jawa Timur",6111330000,http://www.bungabangsaschool.com,1,0,1,5026708,Ika Nur Rachmawati,THERESIA SUSANTI,sbbs_east@yahoo.com,70,,
KEC. SUKOMANUNGGAL,20559056,TK HIDAYATUS SHIBYAN,TK,SWASTA,"Jl. Simo Pomahan Baru Vi/16 Surabaya, Simomulyo, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315044639,031315044639,,,B,61,4,4,1,4,0,0,4,5,,Kurikulum Merdeka,,,0,0,-,-,-,2011,14,2022,PLN,900,180,367200000,13750000,,"Jl. Karangan Pdam No. 24,Wiyung, Surabaya, Wiyung, Kec. Wiyung, Kota Surabaya, Jawa Timur",2475000000,-,0,0,1,317482747,ENDANG JULAEKAH,TK HIDAYATUS SHIBYAN,tkhidayatusshibyan@gmail.com,61,,
KEC. SIMOKERTO,69904297,TK YPPI I,TK,SWASTA,"Jl. Donokerto Xi No.18-20, Kapasan, Kec. Simokerto, Kota Surabaya, Jawa Timur",315044640,031315044640,,,A,24,2,1,1,2,0,1,1,2,,Kurikulum Merdeka,AN2244,YAYASAN PENDIDIKAN DAN PENGAJARAN INDONESIA (YPPI),15,10,"Dr. Andry Irwanto, MBA",MARILI,315913553,2012,13,2023,PLN,0,2808,0,6680000,,"Jl. Simo Sidomulyo Viii/51B, Petemon, Kec. Sawahan, Kota Surabaya, Jawa Timur",18757440000,-,0,0,1,313718787,Sisilia Alexsandra,Bertha Ria Kuswarini,tkyppisatu@gmail.com,138,,
KEC. WIYUNG,69882354,SMP SPINS INTERACTIONAL SCHOOL SURABAYA,SPK SMP,SWASTA,"Jl. Karangan Pdam No. 24,Wiyung, Surabaya, Wiyung, Kec. Wiyung, Kota Surabaya, Jawa Timur",315044266,031315044266,,,B,157,6,2,3,9,2,1,2,5,,Kurikulum Internasional,AW8668,YAYASAN SEJAHTERA SPINS INDONESIA,5,5,Manoj Bhat,Ari Krisyanti,317523002,2008,17,2014,PLN & DIESEL,22000,4552,8976000000,13300000,,"Jl. Karang Asem Iv/95, Gading, Kec. Tambaksari, Kota Surabaya, Jawa Timur",60541600000,http://www.spinschool.org,1,0,1,317523002,Widodo Suryanto,Aria Wira Cahyoko,admin@spinschool.net,149,#N/A,#N/A
KEC. SAWAHAN,20562025,TK PWRI,TK,SWASTA,"Jl. Simo Sidomulyo Viii/51B, Petemon, Kec. Sawahan, Kota Surabaya, Jawa Timur",315044642,031315044642,,,B,29,2,1,1,2,0,0,1,3,,Kurikulum Merdeka,AE6782,YAYASAN PENDIDIKAN PWRI SAWAHAN SURABAYA,1,1,Drs SUNARDI,"Elly Sumbarwati,S.Pd",-,2014,11,2021,PLN,900,0,367200000,16040000,,"Jl. I Gusti Ngurah Rai A1-1 Purimas, Gunung Anyar, Kec. Gununganyar, Kota Surabaya, Jawa Timur",0,-,0,0,1,87853163026,DJAMILAH,DJAMILAH,tkpwrisby20562025@gmail.com,29,,
KEC. TAMBAKSARI,20561127,TK SANTA LORENT,TK,SWASTA,"Jl. Karang Asem Iv/95, Gading, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315044643,031315044643,,,A,2,7,7,1,5,0,1,7,8,,Kurikulum Merdeka,AE6861,Yayasan Pendidikan Santa Lorent,3,3,Amin Liyanta,Dian Amanda,313894485,2015,10,2018,PLN,13200,392,5385600000,8570000,,"Jl. Kapas Baru V Masjid No. 3 , Kapasmadya Baru, Kec. Tambaksari, Kota Surabaya, Jawa Timur",3359440000,-,0,1,1,313894485,VERONICA CLAUDIA SIAHAYA,SEPTADINA NETTY HARSANI,tksantalorent@gmail.com,214,,
KEC. GUNUNGANYAR,20560722,TK BRIGHT KIDDIE,TK,SWASTA,"Jl. I Gusti Ngurah Rai A1-1 Purimas, Gunung Anyar, Kec. Gununganyar, Kota Surabaya, Jawa Timur",315044644,031315044644,,,B,33,2,2,2,3,0,1,2,2,,Kurikulum Internasional,AK3121,PERKUMPULAN BINA EDUKASI LUHUR LESTARI,7,4,"Drs. BUDI WIJAYA, S. E.",Nada Noer Refar Maysharoh,Belum Tersedia,2009,16,2019,PLN,1300,254,530400000,4900000,,"Jl. Sekolah Internasional, Citra Raya, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",1244600000,http://www.bellschool.net,1,0,1,318796800,"DEVI SANJAYA, S.Psi.","Vika Tustiya, S.Pd",bellschool2@yahoo.com,57,,
KEC. TAMBAKSARI,20561148,TK NURUL ISLAM,TK,SWASTA,"Jl. Kapas Baru V Masjid No. 3 , Kapasmadya Baru, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315044645,031315044645,,,B,49,2,2,1,2,0,0,2,3,,Kurikulum Merdeka,AE6877,YAYASAN PENDIDIKAN NURUL ISLAM SURABAYA,1,1,AGUS WINARDI,"UMI MUAYADAH, S.PD",Belum Tersedia,2011,14,2020,PLN,1300,264,530400000,8570000,,"Jl. Rungkut Asri Timur Xiii/55, Rungkut Kidul, Kec. Rungkut, Kota Surabaya, Jawa Timur",2262480000,-,0,1,1,87851792530,UMI MUAYADAH,Umi Muayadah,ariani.tknurulislam@gmail.com,49,,
KEC. LAKARSANTRI,69849923,SMA SURABAYA INTERCULTURAL SCHOOL,SPK SMA,SWASTA,"Jl. Sekolah Internasional, Citra Raya, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",315044646,031315044646,26079167,,B,40,3,7,1,9,1,1,7,6,,Kurikulum Internasional,AL8909,Surabaya International School,5,5,Teguh Purnawi,Priyadi,317414300,1977,48,2014,PLN & DIESEL,86000,5250,350880000000,12670000,,"Jl. Sekolah Internasional, Citra Raya, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",66517500000,http://sis.sch.id,1,0,1,317414300,George Santiago,PRIYADI,info@sis.sch.id,31,,
KEC. RUNGKUT,69954906,TK NURUL ISLAM,TK,SWASTA,"Jl. Rungkut Asri Timur Xiii/55, Rungkut Kidul, Kec. Rungkut, Kota Surabaya, Jawa Timur",315044647,031315044647,,,B,13,2,3,1,5,0,0,3,4,,Kurikulum Merdeka,AI7173,MASJID NURUL ISLAM SURABAYA,1,1,"DR.H.A. Kasno Sudaryanto, M Ag",,318707819,2016,9,2016,PLN,,0,0,7760000,,"Jl. Darmo Permai Selatan V/61-63, Pradahkali Kendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",0,-,0,1,1,318707819,INA NUFIA ANGGRAENI,Nisrina Nur afifah,tknurulislam.official@gmail.com,13,,
KEC. LAKARSANTRI,69849918,SMP SURABAYA INTERCULTURAL SCHOOL,SPK SMP,SWASTA,"Jl. Sekolah Internasional, Citra Raya, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",315044648,031315044648,25208333,,B,31,3,6,1,5,0,1,6,6,,Kurikulum Internasional,AL8909,Surabaya International School,5,5,Teguh Purnawi,Priyadi,317414300,1977,48,2014,PLN & DIESEL,86000,5250,35088000000,12670000,,"Jl. Kalijudan Asri Kav 32 No.64, Kalijudan, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",66517500000,http://www.sis.sch.id,1,0,1,317414300,Wendy Susan Woodhurst,Priyadi,sisadmin@sisedu.net,31,,
KEC. DUKUH PAKIS,20532720,SMP KHADIJAH 2,SMP,SWASTA,"Jl. Darmo Permai Selatan V/61-63, Pradahkali Kendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315044268,031315044268,,,A,157,6,14,5,6,2,1,14,5,,Kurikulum Merdeka,AW8737,YAYASAN TAMAN PENDIDIKAN DAN SOSIAL NAHDLATUL ULAMA KHADIJAH,14,6,"Prof. Dr. H. M. Ridlwan Nasir, MA",Abdul Manan,318286348,1995,30,2022,PLN,26500,2021,10812000000,24000000,,"Jl. Tambak Lumpang Iii/2, Sukomanunggal, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",48504000000,http://www.smpkhadijah2sby.com,1,0,1,317327620,MULIK CHOLILAH,Innanda Oqta Putri Wulandary,smpkhadijahdua@yahoo.co.id,221,,
KEC. MULYOREJO,20558824,TK AISYIYAH BUSTANUL ATHFAL 47,TK,SWASTA,"Jl. Kalijudan Asri Kav 32 No.64, Kalijudan, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315044650,031315044650,,,A,117,5,4,1,3,0,1,4,6,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2011,14,2023,PLN,2200,200,897600000,15750000,,"Jl. Raya Babat Jerawat No.1-B, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",3150000000,-,0,0,1,313811376,ANIK WATINI,susi listyowati,aisyiya47@gmail.com,184,,
KEC. SUKOMANUNGGAL,20532856,SD RADEN RAHMAT,SD,SWASTA,"Jl. Tambak Lumpang Iii/2, Sukomanunggal, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315044272,031315044272,,,B,157,6,9,2,6,1,1,9,8,,Kurikulum Merdeka,,,0,0,,,,1997,28,2012,PLN,1199,1200,489192000,13750000,,"Jl. Slamet No. 43 Surabaya, Ketabang, Kec. Genteng, Kota Surabaya, Jawa Timur",16500000000,http://www.sdradenrahmat.blogspot.com,0,0,1,317494917,Nurul Laili Fitriah,AMBARWATI EKA LESTARI,sdradenrahmat@gmail.com,157,,
KEC. PAKAL,20560495,TK JAYA KUSUMA,TK,SWASTA,"Jl. Raya Babat Jerawat No.1-B, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",315044652,031315044652,,,B,20,2,2,1,2,0,0,2,3,,Kurikulum Merdeka,AH1348,Pendidikan Nasional Jaya Kusuma,1,1,"Supadmi,Ama.Pd",,7407124,1999,26,2015,PLN,900,460,367200000,5700000,,"Jl. Putat Gede Barat Iii/9 , Putat Gede, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",2622000000,-,0,0,1,7407124,ERNA HANDAYANI,ERNA HANDAYANI,ernahandayani40@gmail.com,20,,
KEC. GENTENG,20565536,SD KATOLIK PERMATA BUNDA,SD,SWASTA,"Jl. Slamet No. 43 Surabaya, Ketabang, Kec. Genteng, Kota Surabaya, Jawa Timur",315044304,031315044304,,,B,158,6,5,2,6,2,1,6,3,,Kurikulum Merdeka,AB4989,YAYASAN PERMATA BUNDA SURABAYA,3,3,PIETER MARTIN SINGGIH da GOMEZ,Hana Irawati,(031) 5311199,2010,15,2018,PLN,3500,520,1428000000,27590000,,"Jl. Darmo Permai Selatan V / 61-63, Pradahkali Kendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",14346800000,http://www.permatabundaschool.org,1,1,1,315311199,YEKTI ANDAJANI,Hana Irawati,permatabundaschool@ymail.com,101,-7.258000,112.74980
KEC. SUKOMANUNGGAL,20559055,TK AL BAROKAH,TK,SWASTA,"Jl. Putat Gede Barat Iii/9 , Putat Gede, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315044654,031315044654,,,B,71,5,5,1,5,0,0,5,6,,Kurikulum Merdeka,AB4871,Yayasan Masjid Al Barokah,1,1,H.M.FATKUR RACHMAN,,-,2001,24,2017,PLN,900,660,367200000,13750000,,"Jl. Pattimura No.24 Surabaya, Sono Kwijenan, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",9075000000,-,0,1,1,317341574,NURUL KUSTIANINGRUM,Nurul Kustianingrum,albarokah2015@gmail.com,71,,
KEC. DUKUH PAKIS,20558879,TKS KHADIJAH 2,TK,SWASTA,"Jl. Darmo Permai Selatan V / 61-63, Pradahkali Kendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315044655,031315044655,,,B,53,4,4,1,7,0,0,4,5,,Kurikulum Merdeka,AI7232,YAYASAN PENDIDIKAN ISLAM DARMO PERMAI,3,3,"DRS. H. LUKMAN HAKIM, M.PD.",RICO SUSANTO,317347280,2010,15,2021,PLN,23000,3660,9384000000,24000000,,"Jl. Pulo Wonokromo 241 Surabaya, Wonokromo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",87840000000,http://www.kbtkkhadijah2sby.com,1,0,1,317344373,Heni Nurul Khomariyah,tRI WULAN SEPTIANA BELLA,tkkhadijah2sby@gmail.com,140,,
